iter	PRAUC	Logloss
0	0.8495773332	0.687325527711	0.9349365905	0.6813205192	2	0.9486582525	0.6755070113	3	0.9482547632	0.6695961524
4	0.9534171621	0.663411591755	0.9542135798	0.658293877466	0.9687135987	0.6512666128
7	0.9727016108	0.6459624122
8	0.9747828756	0.6397414689
9	0.9744922558	0.6341008355
10	0.9775243109	0.6287504068
11	0.9785259951	0.6231777046
12	0.9775745862	0.6182553924
13	0.976499587	0.6126528058
14	0.9800097623	0.6067031803
15	0.9823078109	0.5996137271
16	0.981623296	0.5948789053
17	0.9837896523	0.5888068555
18	0.9859035445	0.5832124142
19	0.9864841826	0.5781344501
20	0.9860297619	0.573053962
21	0.9857923497	0.5682911513
22	0.9851331024	0.5638599841
23	0.9870080105	0.5589464253
24	0.9870153736	0.55395584
25	0.9867542565	0.549710039
26	0.987349438	0.5450881039
27	0.9879031956	0.5413151342
28	0.9880356883	0.5373276749
29	0.988507886	0.5330849357
30	0.9887621761	0.5276484593
31	0.9885690803	0.5228898478
32	0.9889750781	0.5187597948
33	0.989098417	0.5153960278
34	0.9892446513	0.5117127772
35	0.9891930783	0.5088436121
36	0.9894455282	0.5050731648
37	0.9895639304	0.5008037499
38	0.9893642562	0.4974913167
39	0.9888969924	0.4945681595
40	0.9893531861	0.4905507776
41	41	0.9865029235	0.4813868442	42	0.9866542147	0.4776193243	43	0.9880026361	0.473647084444	0.9884756913	0.4703678664545	0.9886366419	0.4668884214646	0.9885517674	0.4631184169
47	0.9888628225	0.4595692121
48	0.98924162	0.4563348414
49	0.9891826141	0.4527282184
50	0.989445748	0.4493785452
51	0.9900337186	0.4459882696
52	0.9903834059	0.4428281196
53	0.9910887434	0.4393971647
54	0.54	0.9945354639	0.43503555	0.55	0.9946643983	0.43159256	0.56	0.9947350672	0.4290657	0.957	0.9948652269	0.4264058	0.958	0.9949489221	0.4238759	0.959	0.9949051774	0.4212161007
60	0.9948956661	0.4186475689
61	0.9949176448	0.4160233946
62	0.9950917273	0.4129870547
63	0.9951206597	0.4106165638
64	0.9952894657	0.4084972425
65	0.9955098689	0.4058082723
66	0.9955336335	0.4030049497
67	0.9955641841	0.400652012
68	0.9959095457	0.397842746
69	0.9960776763	0.3947356804
70	0.9961923388	0.3919726764
71	0.9961602556	0.3895597702
72	0.9962279996	0.3871492453
73	0.9962956552	0.3844230008
74	0.9964191957	0.3825171263
75	0.9963880126	0.3795941446
76	0.9963511868	0.3769240499
77	0.9965573486	0.3735425974
78	0.9964942796	0.3714984644
79	0.9966518691	0.3685138845
80	0.9967424774	0.3659622449
81	0.9968137131	0.363296894
82	0.996877863	0.361060708
83	0.9969918009	0.3587376267
84	0.9970966689	0.3564453777
85	0.9971818205	0.3537433682
86	0.9971280116	0.3516882041
87	0.9971686238	0.3500132559
88	0.9972174867	0.3480641682
89	0.997318721	0.344912603
90	0.9973552796	0.343138488
91	0.9973528572	0.3412155787
92	0.9975009559	0.3386927124
93	0.9975094865	0.3367433415
94	0.9975732992	0.3345889345
95	0.997673004	0.331469078
96	0.9977049794	0.3294048442
97	0.997732438	0.3273464708
98	0.9978368304	0.324408594
99	0.9978893545	0.3229221377
100	0.9978992825	0.3214436171
101	0.9979939404	0.3197106413
102	0.9980904989	0.3169345281
103	0.998119861	0.3146522908
104	0.998143843	0.3130389761
105	0.9981838212	0.3113849011
106	0.9981910602	0.3097872766
107	0.9981997419	0.3082829968
108	0.9982441082	0.3058456203
109	0.9983323334	0.3041504458
110	0.9983550605	0.3026171145
111	0.9983743809	0.3011344718
112	0.9983781694	0.2997382822
113	0.9984038829	0.2978198904
114	0.9984377838	0.2959243159
115	0.998541151	0.2928637769
116	0.9985382467	0.2911787303
117	0.9985532416	0.289997489
118	0.9986211698	0.288321966
119	0.9986289528	0.2869019054
120	0.9986332609	0.2855203907
121	0.9986907653	0.2841682715
122	0.9987318178	0.2824637751
123	0.9987457478	0.2807494427
124	0.998742888	0.279569684
125	0.998750468	0.2778334156
126	0.9987851607	0.2761089297
127	0.9988105011	0.2732064651
128	0.9988271705	0.2720351071
129	0.9988757173	0.2699606708
130	0.9988854422	0.2686986236
131	0.9989090721	0.2675033384
132	0.9988937885	0.2665495295
133	0.9989144556	0.2652970601
134	0.9989554748	0.2632059991
135	0.9989546137	0.2616731423
136	0.9989624312	0.2605928694
137	0.9989877279	0.259488956
138	0.9990008063	0.2581374012
139	0.9990307945	0.2564971539
140	0.9990478174	0.2555616198
141	0.9990563952	0.2543803888
142	0.9990542874	0.2537281251
143	0.9990593687	0.2525073503
144	0.9990765381	0.2514307118
145	0.9990866183	0.250350806
146	0.9991073002	0.2493613147
147	0.9991179934	0.2475015778
148	0.9991120284	0.2466290285
149	0.9991416586	0.2451305751
150	0.9991596253	0.2439471393
151	0.9991778797	0.2422141532
152	0.9991859069	0.2403857901
153	0.9992101808	0.2390607816
154	0.9992196293	0.2376278046
155	0.9992596151	0.2359821838
156	0.9992617466	0.2351894401
157	0.9992642671	0.2337148905
158	0.9992976948	0.2324021706
159	0.9993304731	0.2310826475
160	0.999346348	0.2303035029
161	0.9993508386	0.2292711248
162	0.9993526217	0.2285118952
163	0.9993583059	0.227308803
164	0.99938763	0.2255863256
165	0.9993900671	0.2246854082
166	0.9994200473	0.2227524312
167	0.9994322219	0.2213737615
168	0.9994508625	0.220284308
169	0.9994632937	0.2192038701
170	0.9994838439	0.2182481318
171	0.9994964187	0.2169146068
172	0.9995092981	0.2154514034
173	0.9995064836	0.2146102126
174	0.9995045387	0.2136879871
175	0.9995320661	0.2123565492
176	0.9995265602	0.2115571323
177	0.9995290536	0.2109983178
178	0.9995314814	0.2102352299
179	0.9995342482	0.2092535824
180	0.9995339168	0.2082099934
181	0.9995541533	0.2070614847
182	0.9995773803	0.2058089842
183	0.9995928238	0.2046762089
184	0.9995960399	0.2037605637
185	0.9995934369	0.2028808616
186	0.9995935007	0.2020998451
187	0.9995958482	0.2010976224
188	0.9996029294	0.1999621948
189	0.9996078967	0.1992035911
190	0.9996261962	0.1981047125
191	0.999641655	0.1971015241
192	0.9996411998	0.1962235752
193	0.999651937	0.1956312455
194	0.9996647883	0.1945617377
195	0.999661823	0.1937569166
196	0.999661953	0.1931703578
197	0.9996620965	0.1920766151
198	0.9996726126	0.1911851518
199	0.9996774275	0.1903232042
200	0.9996932477	0.1894865202
201	0.9996984901	0.1883776406
202	0.9997036871	0.1874644945
203	0.9997187789	0.1865949603
204	0.9997035396	0.1860954312
205	0.9997137381	0.185256302
206	0.9997238496	0.1843626476
207	0.999723716	0.1837217161
208	0.9997314846	0.1830410395
209	0.9997366599	0.182076762
210	0.9997441964	0.1810185269
211	0.9997416949	0.1801225622
212	0.9997468272	0.1793449448
213	0.999751671	0.1785573073
214	0.999751671	0.1778035971
215	0.9997517271	0.1773012687
216	0.9997567824	0.1765343483
217	0.999767023	0.1756674846
218	0.9997751073	0.1745813
219	0.9997802516	0.1735771781
220	0.9997829456	0.1725424864
221	0.9997830651	0.1718805225
222	0.9997831027	0.1710517102
223	0.9997854941	0.1698889308
224	0.9997931724	0.1691965746
225	0.9997908295	0.1685844935
226	0.9997933023	0.1677335478
227	0.9997960543	0.1671581537
228	0.9998038611	0.1663201855
229	0.9998064814	0.1652425043
230	0.9998195499	0.1645707018
231	0.9998222088	0.1637317912
232	0.9998222088	0.1632747873
233	0.9998273711	0.1625739651
234	0.9998326463	0.1618146715
235	0.9998353946	0.1612050764
236	0.9998353946	0.1607224859
237	0.9998405931	0.1601097218
238	0.9998405931	0.1594040269
239	0.9998459528	0.1587611332
240	0.999848545	0.1577283533
241	0.9998563571	0.1570166328
242	0.9998563571	0.156285649
243	0.9998589902	0.1557704744
244	0.9998562419	0.1553017196
245	0.9998589398	0.1547702088
246	0.9998693438	0.1539983478
247	0.9998773434	0.1533359173
248	0.9998825297	0.1527144107
249	0.9998903743	0.1519142897
250	0.9998903743	0.1512724046
251	0.9999010984	0.1507318332
252	0.9998983593	0.1499120877
253	0.9999064294	0.149316094
254	0.9999064294	0.1487592195
255	0.9999037573	0.1482557338
256	0.9999037573	0.1475331232
257	0.9999091207	0.1468523221
258	0.9999091207	0.1460620191
259	0.9999117582	0.1457276879
260	0.9999143575	0.1450527951
261	0.9999170295	0.1444951811
262	0.9999170295	0.1440003397
263	0.9999276787	0.1435542926
264	0.9999250241	0.1427890833
265	0.9999277005	0.142209771
266	0.9999329026	0.1414925029
267	0.9999355791	0.1408987121
268	0.9999355791	0.1403566489
269	0.9999355791	0.1397365401
270	0.9999355791	0.139042941
271	0.9999355791	0.1384863373
272	0.9999382037	0.1377172457
273	0.9999461944	0.1370256681
274	0.9999408763	0.1363866117
275	0.999943531	0.1356984172
276	0.9999489027	0.1351589332
277	0.9999515924	0.1346626741
278	0.9999515924	0.1342136087
279	0.9999596532	0.1336487393
280	0.9999596532	0.1330693958
281	0.9999623741	0.132597187
282	0.9999623036	0.1320627553
283	0.9999650245	0.1316138233
284	0.9999650245	0.1309024636
285	0.9999676835	0.1303407518
286	0.9999703688	0.1296632758
287	0.9999730365	0.1291564949
288	0.9999730365	0.1287109806
289	0.9999730365	0.1281784019
290	0.9999757529	0.1277302461
291	0.9999784648	0.1270781509
292	0.9999784648	0.1264000734
293	0.9999784648	0.1258236933
294	0.9999784648	0.1254030023
295	0.9999784648	0.1250859856
296	0.9999784648	0.1246418233
297	0.9999784648	0.1241264237
298	0.9999784648	0.1237927783
299	0.9999784648	0.1234339528
300	0.9999784648	0.1228086324
301	0.9999784648	0.122349744
302	0.9999784648	0.1219222138
303	0.9999784648	0.1214600933
304	0.9999784648	0.1210995546
305	0.9999784648	0.1207425675
306	0.9999784648	0.1202351907
307	0.9999811722	0.119803157
308	0.9999811722	0.1193524154
309	0.9999838531	0.1187021557
310	0.9999865295	0.1182595036
311	0.9999865295	0.1177688789
312	0.9999865295	0.1173433654
313	0.9999865295	0.1168173603
314	0.9999865295	0.1162408647
315	0.9999865295	0.115799794
316	0.9999865295	0.1154449807
317	0.9999865295	0.1149722158
318	0.9999865295	0.1144868394
319	0.9999865295	0.1140750114
320	0.9999865295	0.1135352662
321	0.9999865295	0.113066752
322	0.9999865295	0.112601785
323	0.9999865295	0.1120815344
324	0.9999892325	0.1117840107
325	0.9999865295	0.111364839
326	0.9999892325	0.1109492193
327	0.9999892325	0.1106131981
328	0.9999892325	0.1103921839
329	0.9999892325	0.1098644424
330	0.9999892325	0.1094935415
331	0.9999892325	0.1090037554
332	0.9999892325	0.1087266759
333	0.9999892325	0.1083684437
334	0.9999892325	0.1079800039
335	0.9999892325	0.107624934
336	0.9999892325	0.1072094219
337	0.9999892325	0.1068068773
338	0.9999892325	0.1064195694
339	0.9999892325	0.1061170684
340	0.9999892325	0.1057288723
341	0.9999892325	0.1054253341
342	0.9999892325	0.1050265774
343	0.9999892325	0.1046281076
344	0.999991931	0.104205971
345	0.999991931	0.1037633092
346	0.999991931	0.1034537944
347	0.999991931	0.1029742677
348	0.999991931	0.102684276
349	0.999991931	0.1023141272
350	0.999991931	0.1020024203
351	0.9999946251	0.1016487488
352	0.9999946251	0.1011978542
353	0.9999946251	0.1008028412
354	0.9999946251	0.1003392496
355	0.9999946251	0.1000785946
356	0.9999946251	0.09959668367
357	0.9999946251	0.09939026855
358	0.9999946251	0.09899921761
359	0.9999973147	0.09865828636
360	0.9999973147	0.09819546231
361	0.9999973147	0.09788020375
362	0.9999973147	0.09766913661
363	0.9999973147	0.09731705295
364	0.9999973147	0.09694117166
365	0.9999973147	0.09646777128
366	1	0.09607438283
367	1	0.09574269699
368	1	0.09547284478
369	1	0.09510583822
370	1	0.09477830972
371	1	0.09435651953
372	1	0.09406117314
373	1	0.0937807198
374	1	0.09351257667
375	1	0.09314128763
376	1	0.09291315529
377	1	0.09265341593
378	1	0.09232301889
379	1	0.09208478729
380	1	0.09162666778
381	1	0.09130575327
382	1	0.0910381813
383	1	0.09081245535
384	1	0.09048932712
385	1	0.09017283935
386	1	0.08983895616
387	1	0.08952819025
388	1	0.08910746297
389	1	0.08879118014
390	1	0.08847647982
391	1	0.08816953088
392	1	0.0879231769
393	1	0.08759467191
394	1	0.08731622256
395	1	0.08698279294
396	1	0.08661578814
397	1	0.08640293484
398	1	0.08607828968
399	1	0.08584392884
400	1	0.08547890772
401	1	0.08515924256
402	1	0.0848681517
403	1	0.08447107639
404	1	0.08426416362
405	1	0.08400250657
406	1	0.08368005096
407	1	0.08341852366
408	1	0.08315415851
409	1	0.08287703928
410	1	0.08261603697
411	1	0.08241170739
412	1	0.08215733177
413	1	0.08193500458
414	1	0.08170243303
415	1	0.08150148542
416	1	0.08122777681
417	1	0.08091780806
418	1	0.08072494809
419	1	0.08050987465
420	1	0.08029636552
421	1	0.08000587626
422	1	0.0798126389
423	1	0.0795486695
424	1	0.0792173317
425	1	0.07892954481
426	1	0.07864618738
427	1	0.07837810969
428	1	0.07807792899
429	1	0.07771648052
430	1	0.07752257805
431	1	0.07728203891
432	1	0.07707525614
433	1	0.07675651167
434	1	0.07645747179
435	1	0.07615413787
436	1	0.07595382645
437	1	0.07576917856
438	1	0.07552797753
439	1	0.07536420053
440	1	0.07509864773
441	1	0.07481448705
442	1	0.07456779402
443	1	0.07430936384
444	1	0.07407973828
445	1	0.07378150697
446	1	0.07358029653
447	1	0.07338229503
448	1	0.07321974207
449	1	0.07297551078
450	1	0.07281615317
451	1	0.07263303235
452	1	0.07248319001
453	1	0.07223223904
454	1	0.07203031665
455	1	0.07169741905
456	1	0.07156789431
457	1	0.07139643708
458	1	0.07110438565
459	1	0.07085703616
460	1	0.07063956367
461	1	0.07046877949
462	1	0.07025977876
463	1	0.07005643334
464	1	0.06982297721
465	1	0.0696222044
466	1	0.06937334008
467	1	0.06915215958
468	1	0.06896163568
469	1	0.06873729529
470	1	0.06861806466
471	1	0.06843800827
472	1	0.06810729464
473	1	0.06784345563
474	1	0.06762453473
475	1	0.06739715731
476	1	0.06718281259
477	1	0.06694810687
478	1	0.06681994257
479	1	0.06663670668
480	1	0.06648730338
481	1	0.06620469153
482	1	0.06596506028
483	1	0.06572886151
484	1	0.06551104135
485	1	0.06531312863
486	1	0.06518771657
487	1	0.06494310922
488	1	0.06476496673
489	1	0.06453157535
490	1	0.0644227595
491	1	0.06423645239
492	1	0.06411154308
493	1	0.06390512273
494	1	0.06371560415
495	1	0.06358212849
496	1	0.06339821893
497	1	0.06313738318
498	1	0.06289348817
499	1	0.06280429358
500	1	0.06261151114
501	1	0.06248016912
502	1	0.06228785528
503	1	0.0620755585
504	1	0.06186837071
505	1	0.06164773823
506	1	0.06140611249
507	1	0.06118981178
508	1	0.06102951552
509	1	0.06081874079
510	1	0.06062700443
511	1	0.06035431694
512	1	0.06018818721
513	1	0.06001160776
514	1	0.05989814187
515	1	0.05969056065
516	1	0.05951450388
517	1	0.05925960013
518	1	0.05909322083
519	1	0.0588777531
520	1	0.05870908288
521	1	0.05843227633
522	1	0.05823995108
523	1	0.05810265557
524	1	0.0578496538
525	1	0.05773568219
526	1	0.05756470343
527	1	0.05733743786
528	1	0.05714239579
529	1	0.05690766028
530	1	0.05674388498
531	1	0.05664375694
532	1	0.05643207902
533	1	0.05627687327
534	1	0.05611694575
535	1	0.05594853995
536	1	0.05581040196
537	1	0.05561477607
538	1	0.05544419222
539	1	0.05517039229
540	1	0.05503270587
541	1	0.05480835586
542	1	0.05461985409
543	1	0.05443188945
544	1	0.05429603925
545	1	0.05411465415
546	1	0.05397992684
547	1	0.05379436434
548	1	0.0536525454
549	1	0.0534975095
550	1	0.05328806132
551	1	0.05312873193
552	1	0.05301026876
553	1	0.05286481105
554	1	0.05274036969
555	1	0.05257054836
556	1	0.05241876919
557	1	0.05230860473
558	1	0.0521413514
559	1	0.05199954008
560	1	0.0518431145
561	1	0.05168106502
562	1	0.0515248607
563	1	0.05138770307
564	1	0.05130549086
565	1	0.05114606595
566	1	0.05101717214
567	1	0.05084633066
568	1	0.05073264212
569	1	0.05052181616
570	1	0.05033351706
571	1	0.05018365719
572	1	0.05008728274
573	1	0.04990748071
574	1	0.04975223058
575	1	0.04959613265
576	1	0.04945290007
577	1	0.04925023412
578	1	0.04912139526
579	1	0.0490024097
580	1	0.04885505907
581	1	0.04871959892
582	1	0.04859147649
583	1	0.0484635559
584	1	0.04830522329
585	1	0.04817720875
586	1	0.04804187303
587	1	0.04788616737
588	1	0.04775451309
589	1	0.04761148498
590	1	0.04746886932
591	1	0.04723433737
592	1	0.04712682013
593	1	0.04692890443
594	1	0.04678845953
595	1	0.04665272419
596	1	0.04651020868
597	1	0.04636320464
598	1	0.04620424211
599	1	0.04606773632
600	1	0.04593131441
601	1	0.04584430058
602	1	0.04567880487
603	1	0.04552544476
604	1	0.04541105302
605	1	0.04529283981
606	1	0.04516755881
607	1	0.0450765623
608	1	0.04494872999
609	1	0.04484305706
610	1	0.04477131059
611	1	0.04467177163
612	1	0.04454298722
613	1	0.04440254977
614	1	0.04427473952
615	1	0.04416180575
616	1	0.04404308165
617	1	0.04395622023
618	1	0.04384309579
619	1	0.04376015975
620	1	0.04362289272
621	1	0.04348275748
622	1	0.0433901863
623	1	0.04327698055
624	1	0.04319866854
625	1	0.04305345552
626	1	0.04291792053
627	1	0.04278287891
628	1	0.04262996365
629	1	0.04255367523
630	1	0.04241904657
631	1	0.0423297361
632	1	0.04220825105
633	1	0.04206445396
634	1	0.0419017971
635	1	0.04180891618
636	1	0.04166087457
637	1	0.04149263399
638	1	0.04136456186
639	1	0.04126146727
640	1	0.04115992706
641	1	0.04103455526
642	1	0.04093638892
643	1	0.04079725701
644	1	0.04065187891
645	1	0.04055014253
646	1	0.04039967979
647	1	0.04032991592
648	1	0.04023646125
649	1	0.04014420293
650	1	0.04001698348
651	1	0.03989939052
652	1	0.03980982579
653	1	0.0396800654
654	1	0.03954330087
655	1	0.0394769417
656	1	0.03939211234
657	1	0.03927363517
658	1	0.03913923829
659	1	0.0390374381
660	1	0.03892672285
661	1	0.03882066354
662	1	0.03873463623
663	1	0.03863014437
664	1	0.03854074306
665	1	0.03846240658
666	1	0.03832494654
667	1	0.03823900349
668	1	0.0381155207
669	1	0.03798335235
670	1	0.03791664382
671	1	0.03782146089
672	1	0.03768870075
673	1	0.03759177708
674	1	0.03750273597
675	1	0.0374063567
676	1	0.03729866695
677	1	0.03715339018
678	1	0.03706249094
679	1	0.03696412082
680	1	0.03684739139
681	1	0.03674367809
682	1	0.03667539813
683	1	0.03659030343
684	1	0.03652359558
685	1	0.0364314808
686	1	0.0363213731
687	1	0.03620467266
688	1	0.03612050023
689	1	0.03597306864
690	1	0.03587586013
691	1	0.03575138562
692	1	0.03566064017
693	1	0.03558360946
694	1	0.03547412001
695	1	0.0353691743
696	1	0.03531587039
697	1	0.03523864681
698	1	0.03515137971
699	1	0.03508527784
700	1	0.03501836538
701	1	0.03490136115
702	1	0.03483578249
703	1	0.03474964058
704	1	0.03463826901
705	1	0.03456135488
706	1	0.03445170246
707	1	0.03434600189
708	1	0.03423437725
709	1	0.03418153155
710	1	0.03407510371
711	1	0.03397990514
712	1	0.03389469543
713	1	0.03379554159
714	1	0.03371193997
715	1	0.03363247066
716	1	0.03356907381
717	1	0.03350869377
718	1	0.03343186067
719	1	0.03335401386
720	1	0.03324504788
721	1	0.03316855272
722	1	0.03306126899
723	1	0.03297261763
724	1	0.03291083869
725	1	0.03285649924
726	1	0.03279853348
727	1	0.03269254462
728	1	0.03260919752
729	1	0.03250783959
730	1	0.03240441943
731	1	0.03233944348
732	1	0.03229280176
733	1	0.032215697
734	1	0.03215996995
735	1	0.03209140202
736	1	0.03203203291
737	1	0.0319899233
738	1	0.03191173768
739	1	0.03182626903
740	1	0.0317534753
741	1	0.03168580053
742	1	0.03161366914
743	1	0.03152432043
744	1	0.0314082833
745	1	0.03133460657
746	1	0.03125166464
747	1	0.03118702365
748	1	0.03109042454
749	1	0.03099086326
750	1	0.03091153716
751	1	0.03083980322
752	1	0.03078773214
753	1	0.03071722377
754	1	0.03064743735
755	1	0.03057613192
756	1	0.0304966913
757	1	0.03041654636
758	1	0.03033702956
759	1	0.03025348737
760	1	0.03016173506
761	1	0.03008382836
762	1	0.02998466699
763	1	0.02993325624
764	1	0.02983989733
765	1	0.02976589191
766	1	0.02969224235
767	1	0.0296119965
768	1	0.02951494253
769	1	0.02947002959
770	1	0.02939806041
771	1	0.02932084999
772	1	0.02923988861
773	1	0.02917572918
774	1	0.02911344446
775	1	0.02902119694
776	1	0.02895460906
777	1	0.0288597222
778	1	0.02878217013
779	1	0.0287175441
780	1	0.02864620971
781	1	0.02856867529
782	1	0.02849912402
783	1	0.02843309142
784	1	0.02834115135
785	1	0.02826738169
786	1	0.02820795614
787	1	0.02816729117
788	1	0.02809101975
789	1	0.02803412498
790	1	0.027968418
791	1	0.0278964808
792	1	0.02781045989
793	1	0.02773414225
794	1	0.02765147257
795	1	0.02756965945
796	1	0.0275103813
797	1	0.02744954451
798	1	0.02737148218
799	1	0.02729727165
800	1	0.02723775112
801	1	0.02716350604
802	1	0.02708661488
803	1	0.0270213802
804	1	0.02692992846
805	1	0.02684498776
806	1	0.02678531672
807	1	0.02672103817
808	1	0.02662707505
809	1	0.02655829934
810	1	0.02649105954
811	1	0.02644706149
812	1	0.02638677922
813	1	0.02634073143
814	1	0.0262572398
815	1	0.02618294585
816	1	0.026116638
817	1	0.02605762242
818	1	0.02600229926
819	1	0.02594486929
820	1	0.02586069477
821	1	0.02581637877
822	1	0.02573726486
823	1	0.02566719079
824	1	0.02560653877
825	1	0.02553963175
826	1	0.02549336072
827	1	0.02543484148
828	1	0.02539064875
829	1	0.02533418187
830	1	0.02527808869
831	1	0.02521868502
832	1	0.02512930413
833	1	0.02506671213
834	1	0.02500981515
835	1	0.02495769143
836	1	0.02489893914
837	1	0.02482050695
838	1	0.0247659133
839	1	0.02472227364
840	1	0.02467717805
841	1	0.02459285714
842	1	0.02453200648
843	1	0.02445979581
844	1	0.02439812654
845	1	0.02431588789
846	1	0.02424761063
847	1	0.02417322938
848	1	0.02410073376
849	1	0.02402740105
850	1	0.02395597486
851	1	0.02390561059
852	1	0.02383905164
853	1	0.0237684593
854	1	0.0237082139
855	1	0.02364953722
856	1	0.02360420658
857	1	0.02355305195
858	1	0.02351854067
859	1	0.02345356378
860	1	0.02340330661
861	1	0.02333565204
862	1	0.02328545766
863	1	0.02323696059
864	1	0.02319423413
865	1	0.0231564664
866	1	0.02310630321
867	1	0.0230409975
868	1	0.02298213019
869	1	0.02292529793
870	1	0.02286768044
871	1	0.02282085686
872	1	0.02276743562
873	1	0.02268776392
874	1	0.02265694978
875	1	0.02261213981
876	1	0.02257459639
877	1	0.02251491593
878	1	0.02246944729
879	1	0.02240898707
880	1	0.02233879101
881	1	0.02228056368
882	1	0.02223078009
883	1	0.0221896822
884	1	0.02215948336
885	1	0.0221257088
886	1	0.02207279281
887	1	0.0220138064
888	1	0.02196515534
889	1	0.02192311698
890	1	0.02186419363
891	1	0.02182324077
892	1	0.02178848177
893	1	0.02172588442
894	1	0.02165495342
895	1	0.02160378515
896	1	0.02155683652
897	1	0.02148585891
898	1	0.02143184594
899	1	0.02138745804
900	1	0.02131764073
901	1	0.02127262179
902	1	0.02121874897
903	1	0.02116615623
904	1	0.02113445828
905	1	0.02107810566
906	1	0.02101280216
907	1	0.02096816654
908	1	0.0209243709
909	1	0.02086506222
910	1	0.02081299235
911	1	0.02077103208
912	1	0.02070120569
913	1	0.02065313602
914	1	0.02060377461
915	1	0.02055172551
916	1	0.02050279251
917	1	0.02045594457
918	1	0.02040807186
919	1	0.02036047633
920	1	0.02032246916
921	1	0.0202958016
922	1	0.02024903211
923	1	0.02018482151
924	1	0.02015315838
925	1	0.02010162321
926	1	0.02006020106
927	1	0.02001528019
928	1	0.01997050747
929	1	0.01993022905
930	1	0.01989781291
931	1	0.01986198026
932	1	0.01980504156
933	1	0.01976668692
934	1	0.01972896505
935	1	0.0196899695
936	1	0.01964597998
937	1	0.01959546026
938	1	0.01955506765
939	1	0.0194983886
940	1	0.01944735151
941	1	0.0193908996
942	1	0.01934621429
943	1	0.01932519845
944	1	0.01929842048
945	1	0.01923655229
946	1	0.01919536342
947	1	0.01915913269
948	1	0.01910452295
949	1	0.01906440099
950	1	0.01901803625
951	1	0.01898200284
952	1	0.01892826126
953	1	0.01890012517
954	1	0.01886880413
955	1	0.01882995457
956	1	0.0187938461
957	1	0.01873542402
958	1	0.01869543202
959	1	0.01865425623
960	1	0.01862383022
961	1	0.01858674301
962	1	0.018557177
963	1	0.01853264063
964	1	0.01847650061
965	1	0.01843640764
966	1	0.01840700124
967	1	0.01838072497
968	1	0.01834726304
969	1	0.0182917997
970	1	0.01826054321
971	1	0.01823512222
972	1	0.01819377665
973	1	0.01815367529
974	1	0.0181036242
975	1	0.01805165906
976	1	0.01802308044
977	1	0.01798402384
978	1	0.01793081794
979	1	0.01789258669
980	1	0.01786563153
981	1	0.01781404152
982	1	0.01777102585
983	1	0.01772524058
984	1	0.01770071644
985	1	0.01767430216
986	1	0.017628736
987	1	0.01758198478
988	1	0.01753739492
989	1	0.01749275358
990	1	0.01745349758
991	1	0.01740763225
992	1	0.01736431973
993	1	0.01731772118
994	1	0.0172796407
995	1	0.01723975273
996	1	0.01721564911
997	1	0.0171784273
998	1	0.01714693947
999	1	0.01711706816
067373818
947	1	0.02064530055
948	1	0.0206008747
949	1	0.02057161784
950	1	0.02054408039
951	1	0.02051447781
952	1	0.02048030512
953	1	0.0204352922
954	1	0.02039888817
955	1	0.02035862112
956	1	0.0203153128
957	1	0.02025296614
958	1	0.02019687679
959	1	0.02016594751
960	1	0.02011545281
961	1	0.02007644089
962	1	0.02004603673
963	1	0.01999398907
964	1	0.01995965698
965	1	0.0199024895
966	1	0.01986147392
967	1	0.01982871662
968	1	0.01978648568
969	1	0.01975205789
970	1	0.01971578035
971	1	0.01966472005
972	1	0.01962456329
973	1	0.01958589123
974	1	0.01952695001
975	1	0.01946073453
976	1	0.0194190444
977	1	0.01937742949
978	1	0.01933456915
979	1	0.01929440924
980	1	0.01926816704
981	1	0.01922368229
982	1	0.01919591029
983	1	0.01915852995
984	1	0.01911924247
985	1	0.01909566282
986	1	0.0190488451
987	1	0.01902425562
988	1	0.01896936577
989	1	0.01893946315
990	1	0.01888030632
991	1	0.01885331524
992	1	0.01881921852
993	1	0.01877828326
994	1	0.01873946549
995	1	0.01870769169
996	1	0.0186844669
997	1	0.01864452579
998	1	0.01860765875
999	1	0.01856942348
